,0
BRGDG-1,64.44658262122772
AG-NHAV02,57.906695043739866
ABERU-1,67.30813718559592
BRGG-1,68.68739128594719
BRIDU-1,64.28137725332765
CORB-1,61.88489357938818
COWE1,62.841801518488666
COWE2,73.04283818696396
CROYD-2,61.74958330976239
DBFRM-1,61.32901357742963
DERW-1,64.83694666860927
DIDC01G,70.64254361004387
DIDC02G,65.30126345059348
DIDC03G,63.713795264124336
DIDC04G,66.77433712616634
FAWN-1,67.3674074582816
FDUNT-1,74.82789331129604
FELL-1,59.21559125233278
GYAR-1,67.49032485552875
KLYN-A-1,58.67883236045624
LNMTH-1,68.28842199702146
LNMTH-2,64.7834469419303
LNMTH-3,65.41444181864676
MDLWH-1,68.6061294631331
PETEM1,71.67523651785523
PETDG-1,63.45400795883797
SEVIU-1,60.80594142209175
SHOS-1,55.443847404283716
SOLUU-1,65.64166141483201
TAYL2G,66.16238189605285
TAYL3G,70.53655690525213
THRNL-1,70.15484666540061
VKING-2,68.89092350360856
CARR-1,58.10401746794872
CARR-2,56.52658081876941
CDCL-1,54.534557232384095
CNQPS-1,63.5883417874217
CNQPS-2,60.22173916091309
CNQPS-3,67.2317481829621
CNQPS-4,65.84512432254449
COSO-1,63.899853925861336
DAMC-1,65.1412744171217
DIDCB5,55.30570721057111
DIDCB6,67.78826147933862
EECL-1,58.01264569200447
GRAI-6,55.690068415750375
GRAI-7,54.48453445664238
GRAI-8,57.95452765336774
GRAI1G,65.17539971181007
GRAI4G,71.96090710316592
GRMO-1,69.67341561119471
HUMR-1,54.07585679779589
INDQ-1,62.258730334346815
KEAD-1,56.57813117021946
KEAD-2,59.16347783389449
KEADGT-3,68.90598003770009
KILLPG-1,67.16989147930352
KILLPG-2,61.95062542608966
LAGA-1,60.93074306528772
LBAR-1,62.970993197278915
LBAR-1G,68.45075066607538
MEDP-1,67.64184541994955
MRWD-1,51.40143613508466
PEHE-1,60.70983227420728
PEHE-2,62.65430984321977
PEHED-1,65.07908016359816
PEMB-11,53.37687978897591
PEMB-21,49.37272941512463
PEMB-31,52.220244662322905
PEMB-41,52.21428424393084
PEMB-51,54.21563140023958
RATS-1,59.528611111111104
RATS-2,56.976438421887124
RATS-3,60.67292227336733
RATS-4,58.534768281321846
RATSGT-2,60.5856460084798
RATSGT-4,64.38427555301793
ROCK-1,58.4446175998973
RYHPS-1,66.70179761904762
SCCL-1,46.76310025594935
SCCL-2,61.3608942927587
SCCL-3,62.20896351604114
SEAB-1,62.400912369451085
SEAB-2,63.68068559842143
SEEL-1,64.46799958269476
SHBA-1,60.24162882008583
SHBA-2,62.43857297847402
SPLN-1,55.76661843955092
STAY-1,57.76381499937031
STAY-2,53.775054405888284
STAY-3,55.54521948681252
STAY-4,54.49955534946691
SUTB-1,74.718744989708
SVRP-10,65.39923356009069
SVRP-20,57.87938901328556
TSREP-1,72.35692703357238
WBURB-1,58.614984975082066
WBURB-2,57.04951840230374
WBURB-3,60.042252603707105
WILCT-1,62.8185909014824
DRAXD-2,69.00570155392782
MARK-1,57.22782608695653
TIBG-1,62.994489954680525
DRAXX-1,56.936779411764704
DRAXX-2,46.096892962633774
DRAXX-3,46.84477265789765
DRAXX-4,50.9503481719446
DRAXX-5,66.12930422765689
DRAXX-6,56.45011935138042
