,0
BRGDG-1,105.19577464788732
AG-NHAV02,77.90085888696929
ABERU-1,108.81956441491324
BRGG-1,143.34537523278527
BRIDU-1,98.28137557948452
CORB-1,103.64440655471289
COWE1,94.22633590087086
COWE2,103.73663278172671
CROYD-2,144.45468427669576
DBFRM-1,112.27997402597403
DERW-1,121.450521132953
DIDC01G,119.95484507520291
DIDC02G,104.81445346007865
DIDC03G,173.7947732295562
DIDC04G,148.0605312861601
FAWN-1,96.35442939244663
FDUNT-1,93.95229172834806
FELL-1,147.09173416073654
GYAR-1,83.54038158324107
KLYN-A-1,91.46368520748658
LNMTH-1,104.42613500241646
LNMTH-2,14.996252231477795
LNMTH-3,134.5547695592546
MDLWH-1,128.81519086799938
PETEM1,129.90219881732503
SEVIU-1,97.07268796190891
SHOS-1,79.94437176560876
SOLUU-1,107.19776886035314
TAYL2G,164.0699372887032
TAYL3G,209.14896223819534
THRNL-1,105.19577464788732
VKING-2,105.19577464788732
CARR-1,83.77388353558206
CARR-2,86.3320684821473
CDCL-1,81.91999904526402
CNQPS-1,127.17360282810596
CNQPS-2,109.2797948529497
CNQPS-3,158.73974358974357
CNQPS-4,92.39064124111184
COSO-1,102.82853153586905
DAMC-1,97.36438608033093
DIDCB5,49.19727576379389
DIDCB6,90.75685894972601
EECL-1,125.70686039215688
GRAI-6,74.4435311962965
GRAI-7,74.02398798104137
GRAI-8,77.91207476491095
GRAI1G,164.89371106805137
GRAI4G,133.47814129245916
GRMO-1,72.87432392273402
HUMR-1,65.22368226900035
INDQ-1,112.17430083376925
KEAD-1,101.74410921529095
KEAD-2,62.1493333289291
KEADGT-3,158.1096727551476
KILLPG-1,137.9868437489356
KILLPG-2,151.7587204593437
LAGA-1,85.36701929302305
LBAR-1,134.86350170689155
LBAR-1G,161.24854021877314
MEDP-1,161.63462066566248
MRWD-1,71.5843097877441
PEHE-1,92.17965207749766
PEHE-2,121.87356891524868
PEHED-1,104.0087563647936
PEMB-11,66.64347797331118
PEMB-21,67.0198743668488
PEMB-31,66.0683273777301
PEMB-41,81.1712412431032
PEMB-51,67.47123517070683
RATS-1,155.6343417657466
RATS-2,120.8249040667599
RATS-3,82.80215442200353
RATS-4,169.28372815559578
RATSGT-2,108.54843315209402
RATSGT-4,90.31630745381068
ROCK-1,80.88048076635337
RYHPS-1,232.75058139534886
SCCL-1,192.34720096818867
SCCL-2,101.42594828574704
SCCL-3,88.77717547488638
SEAB-1,91.73409850845462
SEAB-2,92.8015627087692
SEEL-1,106.75083333333333
SHBA-1,93.21206841063412
SHBA-2,88.37574495919132
SPLN-1,80.73725259936751
STAY-1,81.10907438107363
STAY-2,76.07315317096284
STAY-3,85.84136213500972
STAY-4,87.64652062087035
SUTB-1,102.20466666666665
SVRP-10,95.97833964894814
SVRP-20,96.36776455026455
TSREP-1,136.87007553831515
WBURB-1,75.30995187555293
WBURB-2,74.17740381389096
WBURB-3,76.59647950692644
WILCT-1,155.4560194245989
DRAXD-2,85.06580637391116
MARK-1,90.27132050333087
TIBG-1,58.22060606060606
DRAXX-1,10.652741202124824
DRAXX-2,51.40538861156187
DRAXX-3,52.079765807880385
DRAXX-4,111.65045349075595
DRAXX-5,141.47142684762426
DRAXX-6,143.90474517142096
