,0
BRGDG-1,84.37968777855595
AG-NHAV02,59.341294310323484
ABERU-1,88.54445639382583
BRGG-1,91.5319094170333
BRIDU-1,69.91175933349699
CORB-1,77.34570926096112
COWE1,95.65552803042915
COWE2,88.2315782585388
CROYD-2,91.95072900922054
DBFRM-1,72.98921924313859
DERW-1,82.65018976036427
DIDC01G,84.92692132258671
DIDC02G,78.49117062773672
DIDC03G,95.69233388298105
DIDC04G,104.29069864466999
FAWN-1,83.41642098305635
FDUNT-1,93.28238637911767
FELL-1,62.45520358868185
GYAR-1,76.92815708170659
KLYN-A-1,78.9984261904762
LNMTH-1,78.1906388888889
LNMTH-2,55.54115056818182
LNMTH-3,83.91194129571687
MDLWH-1,91.91491112874797
PETEM1,81.82649152094046
PETDG-1,78.82895457779115
SEVIU-1,104.47598829928289
SHOS-1,63.804745496870225
SOLUU-1,77.0627493412993
TAYL2G,81.70290863372391
TAYL3G,99.53918199939034
THRNL-1,101.02676975140926
VKING-2,93.73477942983955
CARR-1,70.40118969409497
CARR-2,70.49845140392016
CDCL-1,58.3925003904159
CNQPS-1,83.18720612106796
CNQPS-2,79.71713670850977
CNQPS-3,68.74325660222928
CNQPS-4,61.120042512194466
COSO-1,99.02421487586105
DAMC-1,85.94980738388054
DIDCB5,74.93181459346422
DIDCB6,82.71876374829002
EECL-1,48.928708280388875
GRAI-6,58.78260636752697
GRAI-7,59.984197824363456
GRAI-8,63.59383202153386
GRAI1G,70.55525945034827
GRAI4G,97.05183261807855
GRMO-1,85.15521880554569
HUMR-1,64.86026981472307
INDQ-1,93.57001699773714
KEAD-1,78.04530376683735
KEAD-2,56.50105673844051
KEADGT-3,83.24022267324243
KILLPG-1,82.4459434355408
KILLPG-2,82.61476774150886
LAGA-1,85.31233555377575
LBAR-1,83.83136662868398
LBAR-1G,85.08290705432142
MEDP-1,78.63944720066887
MRWD-1,71.81377101222535
PEHE-1,84.09955299454161
PEHE-2,90.71862548814536
PEHED-1,83.09280701754386
PEMB-11,68.11296402176237
PEMB-21,67.85119972664135
PEMB-31,70.57445782522203
PEMB-41,65.42221518967963
PEMB-51,92.8996153240933
RATS-1,85.69372160290823
RATS-2,64.23702523060228
RATS-3,87.74055394511565
RATS-4,76.61210150593611
RATSGT-2,92.14992353636903
RATSGT-4,75.41626821918568
ROCK-1,84.66396650492042
RYHPS-1,80.01667683092931
SCCL-1,83.68171912063546
SCCL-2,71.67731431327687
SCCL-3,75.31085029271188
SEAB-1,69.4686427594871
SEAB-2,81.69444444444444
SEEL-1,89.77724896440104
SHBA-1,75.95961106752887
SHBA-2,67.54443942879006
SPLN-1,79.13294536110266
STAY-1,75.66973914629172
STAY-2,73.17264853260465
STAY-3,80.02564330826723
STAY-4,76.42430864197532
SUTB-1,79.3513478696257
SVRP-10,79.0154611080703
SVRP-20,78.808591160221
TSREP-1,66.48769607843137
WBURB-1,95.9002137659245
WBURB-2,67.11801974351594
WBURB-3,68.00802854418113
WILCT-1,55.3352378408364
DRAXD-2,58.996986734298574
MARK-1,89.5970614047932
TIBG-1,53.46857328186768
DRAXX-1,-1.0996428571428578
DRAXX-2,30.349384741562194
DRAXX-3,67.75349917143053
DRAXX-4,44.38722163843644
DRAXX-5,84.55796654711781
DRAXX-6,44.836944960767575
