,0
BRGDG-1,73.23912889401961
AG-NHAV02,61.06429972019636
ABERU-1,88.4169179307449
BRIDU-1,84.35813115773792
CORB-1,110.19705838103202
COWE1,71.78508625265395
COWE2,79.95177346950052
CROYD-2,104.23312735436747
DBFRM-1,70.04076196940747
DERW-1,78.80823372637103
DIDC01G,77.0661588344532
DIDC02G,93.73007288870404
DIDC03G,90.24275728305771
DIDC04G,102.7391831782306
FAWN-1,77.18280484358823
FDUNT-1,85.24951478153375
FELL-1,81.82048215440906
GYAR-1,72.79570361565342
KLYN-A-1,69.80030518163379
LNMTH-1,1.639115983852856
LNMTH-2,106.51131956858308
LNMTH-3,115.92290906859937
MDLWH-1,76.652077742564
PETEM1,96.28170776487424
SEVIU-1,70.90682901893952
SHOS-1,56.03432215975929
SOLUU-1,92.90762275916018
TAYL2G,114.6222246174946
TAYL3G,95.78835730861157
THRNL-1,113.42896334470493
VKING-2,114.47783852433533
CARR-1,71.13282011223487
CARR-2,70.12870784125857
CDCL-1,70.95906003950148
CNQPS-1,73.16651691495453
CNQPS-2,77.55485640446278
CNQPS-3,84.33396455785645
CNQPS-4,69.6869954185507
COSO-1,84.07054954954954
DAMC-1,65.2218068583163
DIDCB5,55.17392148727354
DIDCB6,84.32471910112359
EECL-1,97.14045323538987
GRAI-6,64.50253289981545
GRAI-7,63.180020363355574
GRAI-8,66.24528916822776
GRAI1G,88.04971042390991
GRAI4G,82.18749524053115
GRMO-1,80.88544818387611
HUMR-1,83.37788042937623
INDQ-1,86.95198552797345
KEAD-1,86.94114758694658
KEAD-2,63.579015697951114
KEADGT-3,90.35057738142655
KILLPG-1,89.62243239164302
KILLPG-2,98.96458926902501
LAGA-1,106.15208547784621
LBAR-1,92.09189693731466
LBAR-1G,85.01744256247929
MEDP-1,76.91661454311455
MRWD-1,54.31195366008169
PEHE-1,91.07007810047669
PEHE-2,83.82669183215417
PEHED-1,110.3468881755824
PEMB-11,102.05743698677776
PEMB-21,62.14694784018753
PEMB-31,62.1774400157254
PEMB-41,62.78615458006716
PEMB-51,69.44228213795807
RATS-1,106.81322129582577
RATS-2,82.8708744233975
RATS-3,92.22536658493266
RATS-4,100.28379627315509
RATSGT-2,83.33650465274994
RATSGT-4,90.82827425689253
ROCK-1,82.39533060756449
RYHPS-1,93.7134224871159
SCCL-1,76.06438551407011
SCCL-2,108.4798714072563
SCCL-3,76.51571478902316
SEAB-1,75.82485265401156
SEAB-2,76.67914112198089
SEEL-1,96.32453691591893
SHBA-1,71.3931142634944
SHBA-2,69.96253847036719
SPLN-1,35.95222836682782
STAY-1,73.61471004145749
STAY-2,72.64134993988544
STAY-3,73.77179258532601
STAY-4,69.97211741263308
SUTB-1,72.99214285714287
SVRP-10,61.90372480443195
SVRP-20,63.812823529411766
TSREP-1,36.96019841269841
WBURB-1,68.55975615613102
WBURB-2,62.03358996258878
WBURB-3,63.60061742703231
WILCT-1,75.52845153664302
HIRWN-1,69.80991392600207
SUTBS-1,63.535703365339195
DRAXD-2,60.4286491854188
MARK-1,106.59832590235538
TIBG-1,56.14681978798586
DRAXX-1,8.050055028633052
DRAXX-2,50.19728722452847
DRAXX-3,35.48258775649246
DRAXX-4,44.79636375452455
DRAXX-5,60.497656913090395
DRAXX-6,67.04021952655039
