name,load_weight
8838,0.002548830290272285
8013,0.0002585778513135399
8520,0.0002386670190328465
8649,0.00401015734157211
4950,0.003162141559987181
4951,0.0028639088700131233
4952,0.0028441901243419754
4953,0.0028042452121510315
4954,0.0025048291124021233
4955,0.00251182085729244
4956,0.004326768876272165
4958,0.0021152047040838766
4957,0.0021152047040838766
4960,0.0012323958669138268
4959,0.0012323958669138268
4961,0.0017154060100091804
4962,0.004368053288444201
4963,0.00160052476628431
4964,0.005664991378466109
4965,0.003179286939848281
4967,0.002908395132316501
4966,0.002908395132316501
4968,0.005057706558782304
4969,0.0021415212342013107
4970,0.001805008113925717
4971,0.004537427112230954
4972,0.003979171590091803
4974,0.0012505837353210948
4975,0.0008191125376470496
4977,0.0012445647295788568
4979,0.002065427367821153
4980,0.0035645110133307825
5183,0.0037196626511265675
5185,0.006369379868386748
5184,0.006369379868386748
5187,0.0015963947244358998
5186,0.0015963947244358998
5188,0.0034515249288616825
5189,0.0013369505146136067
5190,0.006369379868386748
5191,0.004005172180837686
5192,0.00183099045502805
5193,0.001779233892641568
5194,0.00239113923442138
5195,0.0012704945041455635
5196,0.0019615615157288113
5197,0.0017376526820001264
5198,0.0013964178639421494
5200,0.0024202690711039062
5199,0.0024202690711039062
5202,0.0016121124827834894
5201,0.0016121124827834894
5203,0.0033868894454857027
5204,0.0022313979601330442
5205,0.0021522259638579026
5206,0.002037131585832092
5207,0.0044608083369159805
5208,0.002637631092716124
5209,0.0024824891484114837
5210,0.0027016180825816414
5212,0.0052310828188493206
5211,0.0052310828188493206
5213,0.0035258339036313554
5214,0.004916119587375384
5215,0.004943697312740739
5217,0.003689058324175255
5216,0.003689058324175255
5218,0.004465030379233751
5219,0.004026403107003924
5221,0.003778478945849195
5220,0.003778478945849195
5222,0.0035281394781523645
5223,0.004480243089326571
5224,0.003525386091674452
5225,0.005325978666446828
5226,0.004644546497323086
5228,0.005148432112727469
5227,0.005148432112727469
5229,0.00675095190299121
5230,0.005264586757916667
5231,0.004533365331220676
5232,0.005524519795984245
5233,0.006873537811711066
5234,0.0028237204372218456
5235,0.0031594750928794157
5236,0.0026383088329378452
5237,0.0016227598662025668
5238,0.001602897839476662
5239,0.004211302647983397
5240,0.006523282814958439
5241,0.0018163612495733859
5242,0.004128064320729205
5243,0.0032628559817543183
5244,0.002919750201984807
5245,0.0035417042469900835
5247,0.00389004579662065
5246,0.00389004579662065
5248,0.003054845420579058
5249,0.005467506154509142
5250,0.006830890122254017
5251,0.006874739825422216
5252,0.0030484912947429323
5253,0.0019992915792495978
5254,0.005804452228728379
5256,0.003125381328271657
5255,0.003125381328271657
5257,0.006288459546197643
5258,0.002177411890044825
5259,0.002894680790808862
5261,0.006257944368106217
5260,0.006257944368106217
5262,0.004453269272572275
5264,0.0028515828253556233
5263,0.0028515828253556233
5265,0.002530497321965397
5266,0.004120400416824628
5268,0.0038524453809896005
5267,0.0038524453809896005
5269,0.0028499672330001115
5270,0.003369993179855884
5272,0.0046763482666385015
5271,0.0046763482666385015
5273,0.008622090940744884
5274,0.0021752111812469916
8397,0.0014396620945411583
8747,0.004085051624573921
5955,0.002930190967012821
5957,0.004153906367259529
5956,0.004153906367259529
5959,0.0011619437921696662
5958,0.0011619437921696662
5888,0.004874275235966116
5889,0.0030620609784142916
5893,0.0001989295292323804
5896,0.00019626108195143152
5898,0.0004074380059882248
5899,0.0002705899127795541
5901,0.00047665204349188147
5900,0.00047665204349188147
5902,0.0005277543946252577
5904,0.0005135993013340174
5903,0.0005135993013340174
5905,0.00026924338215108797
5906,0.0005033750848417026
5907,0.000513425243885468
5908,0.0005699197472359666
5910,0.0005716008119191723
5909,0.0005716008119191723
5912,0.0005783955688612201
5911,0.0005783955688612201
5913,0.0005442845370711906
5914,0.0004744854922102394
5915,0.0005199923557624946
5917,0.0004924480227420871
5916,0.0004924480227420871
5918,0.0005215445483359927
5919,0.0006256435969034729
5920,0.001177881947832762
5922,0.0016285879427771846
5921,0.0016285879427771846
5923,0.0006207682476978535
5924,0.0004203605829258754
5925,0.0014892910793627395
5926,0.0023261428420363614
5927,0.003136043197490012
5928,0.0014326848695358817
