Datetime (UTC),Norway,Belgium,France,Germany,Netherlands,Ireland,Denmark
2022-01-01 00:00:00,82.67661616666666,56.38150123333333,65.9731656,34.743513433333334,104.82739233333334,-0.008406366666666667,34.743513433333334
2022-01-01 01:00:00,84.13932396666667,63.140220033333335,71.58861853333333,36.332316733333336,112.64531333333333,0.22697190000000003,35.979249333333335
2022-01-01 02:00:00,73.39598736666667,42.7968127,42.03183333333334,38.21534286666667,49.429436,-0.008406366666666667,37.845462733333335
2022-01-01 03:00:00,71.88284136666667,31.666783233333337,31.666783233333337,31.666783233333337,31.666783233333337,-0.008406366666666667,31.666783233333337
2022-01-01 04:00:00,73.37076826666667,33.37327566666667,33.37327566666667,33.37327566666667,33.37327566666667,-4.430155233333333,33.37327566666667
2022-01-01 05:00:00,78.2044291,34.121442300000005,34.121442300000005,34.121442300000005,34.121442300000005,-12.105168,34.121442300000005
2022-01-01 06:00:00,78.22124183333334,36.3659422,36.3659422,36.3659422,36.3659422,-19.939901733333333,36.3659422
2022-01-01 07:00:00,79.96135973333334,41.746016866666665,41.746016866666665,41.746016866666665,41.746016866666665,-13.870505000000001,41.746016866666665
2022-01-01 08:00:00,79.85207696666667,58.8865985,58.8865985,58.8865985,58.8865985,0.0,58.8865985
2022-01-01 09:00:00,81.03737466666668,64.55248963333334,64.55248963333334,64.55248963333334,64.55248963333334,0.008406366666666667,64.55248963333334
2022-01-01 10:00:00,79.23000583333334,70.69754366666666,70.69754366666666,70.69754366666666,70.69754366666666,45.47844366666667,70.69754366666666
2022-01-01 11:00:00,79.12072306666667,79.6419178,79.6419178,79.6419178,79.6419178,67.83937900000001,79.6419178
2022-01-01 12:00:00,79.19638036666666,81.37362933333334,81.37362933333334,81.37362933333334,81.37362933333334,94.5464059,81.37362933333334
2022-01-01 13:00:00,80.93649826666667,81.6846649,81.6846649,81.6846649,81.6846649,101.71703666666667,81.6846649
2022-01-01 14:00:00,80.96171736666668,80.03701703333333,82.8195244,84.90430333333333,85.13127523333333,104.13807026666667,85.13127523333333
2022-01-01 15:00:00,87.26649236666667,93.8654902,96.25289833333333,106.424602,106.424602,100.8764,106.424602
2022-01-01 16:00:00,94.7229396,126.0702809,126.0702809,126.0702809,126.0702809,119.22749843333335,126.0702809
2022-01-01 17:00:00,95.1012261,123.01036343333335,123.01036343333335,123.01036343333335,123.01036343333335,199.6596147,123.01036343333335
2022-01-01 18:00:00,90.9148555,117.9245116,117.9245116,117.9245116,117.9245116,158.54407533333332,117.9245116
2022-01-01 19:00:00,87.60274703333333,102.45679693333334,102.45679693333334,102.45679693333334,102.45679693333334,136.18314,102.45679693333334
2022-01-01 20:00:00,86.39223023333334,86.25772836666667,86.25772836666667,86.25772836666667,86.25772836666667,123.82578100000002,86.25772836666667
2022-01-01 21:00:00,84.51761046666668,81.92844953333334,81.92844953333334,81.92844953333334,81.92844953333334,103.56643733333334,79.96135973333334
2022-01-01 22:00:00,78.1035527,71.58861853333333,71.58861853333333,71.58861853333333,71.58861853333333,83.22303000000001,69.86531336666667
2022-01-01 23:00:00,72.26112786666667,47.98354093333333,47.98354093333333,47.98354093333333,47.98354093333333,66.33463936666666,40.68681466666667
2022-01-02 00:00:00,69.32308046666668,44.22783940000001,44.22783940000001,44.22783940000001,44.22783940000001,50.4596,38.349296
2022-01-02 01:00:00,67.22900706666667,41.18344353333333,41.18344353333333,41.18344353333333,41.18344353333333,36.77663846666667,36.44024113333333
2022-01-02 02:00:00,66.2534548,29.384307066666665,29.384307066666665,29.384307066666665,29.384307066666665,11.773906666666667,29.1151892
2022-01-02 03:00:00,65.22744293333334,24.859762933333332,24.859762933333332,24.859762933333332,24.859762933333332,0.0,24.859762933333332
2022-01-02 04:00:00,66.606672,28.568543533333333,28.568543533333333,28.568543533333333,28.568543533333333,-1.1017012666666668,28.568543533333333
2022-01-02 05:00:00,70.13043406666667,29.031089866666672,29.031089866666672,29.031089866666672,29.031089866666672,-4.2049666666666665,29.031089866666672
2022-01-02 06:00:00,66.69918126666667,35.15352133333333,35.15352133333333,35.15352133333333,35.15352133333333,-16.483469333333336,35.15352133333333
2022-01-02 07:00:00,70.57616053333334,41.16662366666667,41.16662366666667,41.16662366666667,41.16662366666667,0.0,41.16662366666667
2022-01-02 08:00:00,73.87285440000001,50.468009933333335,50.468009933333335,50.468009933333335,50.468009933333335,0.0,50.468009933333335
2022-01-02 09:00:00,77.3797966,58.94522273333334,58.94522273333334,58.94522273333334,58.94522273333334,38.76979266666667,58.94522273333334
2022-01-02 10:00:00,77.1274986,55.724218266666675,55.724218266666675,55.724218266666675,55.724218266666675,77.79188333333333,55.724218266666675
2022-01-02 11:00:00,72.04789886666667,54.27770973333334,54.27770973333334,54.27770973333334,54.27770973333334,67.93544146666667,54.27770973333334
2022-01-02 12:00:00,71.4760234,39.49304693333334,39.49304693333334,39.49304693333334,39.49304693333334,74.9829656,39.49304693333334
2022-01-02 13:00:00,71.4255638,35.279670333333335,33.648143266666665,33.648143266666665,41.25913293333334,71.59376246666666,41.25913293333334
2022-01-02 14:00:00,74.83158680000001,40.628387933333336,33.051038,24.481315933333335,63.06609006666667,80.73536,63.06609006666667
2022-01-02 15:00:00,77.22000786666666,43.65596393333333,34.30411806666667,27.550941599999998,71.48443333333334,47.793651133333334,74.13356233333334
2022-01-02 16:00:00,81.14744673333334,47.1292664,40.2919906,36.13748353333333,84.09933333333333,100.9192,80.23076400000001
2022-01-02 17:00:00,84.40209093333334,58.29765786666666,54.740256066666674,51.2669536,92.42516733333335,136.24092000000002,73.48599746666666
2022-01-02 18:00:00,80.04574546666667,58.44903666666667,57.061397666666664,51.250133733333335,84.015234,111.86893320000001,59.937594866666664
2022-01-02 19:00:00,73.14960013333334,52.3266052,52.3266052,45.5145592,64.75648666666667,83.88067506666667,45.5145592
2022-01-02 20:00:00,70.76958900000001,38.820252266666664,38.820252266666664,38.820252266666664,38.820252266666664,66.43847333333333,38.820252266666664
2022-01-02 21:00:00,69.01191293333333,38.929581400000004,38.929581400000004,38.929581400000004,38.929581400000004,74.77271726666666,38.929581400000004
2022-01-02 22:00:00,70.09679433333334,27.69391046666667,27.69391046666667,27.69391046666667,27.69391046666667,0.0,27.69391046666667
2022-01-02 23:00:00,74.36063053333334,-0.5886953333333333,2.2790919333333335,0.26070793333333336,0.26070793333333336,-8.494032666666667,11.101112
2022-01-03 00:00:00,72.87773700000001,-1.127409,1.4387085,-0.0084135,-0.0084135,-8.4135,16.759692
2022-01-03 01:00:00,72.1121085,-0.8329365000000001,1.043274,-0.05889450000000001,-0.05889450000000001,-8.4135,16.717624500000003
2022-01-03 02:00:00,71.464269,-1.5396705000000002,0.050481,-0.8834175000000001,-0.8834175000000001,-15.884688,11.139474
2022-01-03 03:00:00,71.5736445,-1.447122,0.0757215,-0.84135,-0.84135,-21.690003,4.173096
2022-01-03 04:00:00,75.55323,0.0,1.211544,0.269232,0.0,-16.574595,3.062514
2022-01-03 05:00:00,76.377753,29.632347,34.5878985,31.5926925,30.2633595,0.0,31.5926925
2022-01-03 06:00:00,76.9751115,74.459475,76.17582900000001,74.67822600000001,76.007559,3.3654,74.67822600000001
2022-01-03 07:00:00,81.1650345,80.7696,136.1220165,103.42715550000001,100.962,19.855860000000003,103.42715550000001
2022-01-03 08:00:00,84.824907,59.315175,151.745886,92.6915295,109.29136500000001,49.017051,92.6915295
2022-01-03 09:00:00,79.6506045,76.2010695,105.19399050000001,78.565263,100.15430400000001,69.1337295,78.565263
2022-01-03 10:00:00,79.44868050000001,85.2539955,84.757599,76.33568550000001,100.2805065,85.98597000000001,76.33568550000001
2022-01-03 11:00:00,79.89459599999999,81.863355,81.09772650000001,69.30199950000001,100.962,94.33216200000001,69.30199950000001
2022-01-03 12:00:00,81.8044605,80.93787,80.113347,68.06521500000001,103.16633700000001,105.16875,68.06521500000001
2022-01-03 13:00:00,85.582122,84.74918550000001,86.3814045,68.1409365,116.257743,112.74090000000001,68.1409365
2022-01-03 14:00:00,87.8790075,98.6314605,94.96317450000001,82.4943675,120.39718500000001,114.42360000000001,82.4943675
2022-01-03 15:00:00,88.560501,108.1723695,106.68318000000001,103.91513850000001,114.42360000000001,115.26495,101.42474250000001
2022-01-03 16:00:00,92.9439345,124.93206150000002,124.93206150000002,124.93206150000002,124.93206150000002,151.0139115,117.4272195
2022-01-03 17:00:00,92.8093185,136.399662,147.286731,116.1063,180.0489,211.9444785,113.3214315
2022-01-03 18:00:00,91.522053,104.2516785,151.443,98.976414,161.5392,185.871042,96.603807
2022-01-03 19:00:00,90.832146,101.55094500000001,123.19888050000002,99.0353085,126.03423000000002,154.87570800000003,90.91628100000001
2022-01-03 20:00:00,89.25040800000001,93.39826350000001,88.9391085,80.72753250000001,121.33949700000001,130.03905600000002,73.0880745
2022-01-03 21:00:00,83.2347555,100.93675950000001,96.0064485,88.91386800000001,109.3755,125.731344,67.72867500000001
2022-01-03 22:00:00,72.339273,87.4415055,84.437886,80.147001,92.5485,101.163924,60.711816
2022-01-03 23:00:00,83.76480600000001,108.68559300000001,105.56418450000001,87.247995,163.979115,109.12309499999999,66.66857399999999
2022-01-04 00:00:00,82.3971772,96.620599,96.620599,90.5332086,114.76570500000001,115.5433524,68.2908206
2022-01-04 01:00:00,80.5074104,97.7159948,94.73083220000001,88.5681856,114.723896,119.57374,67.1285304
2022-01-04 02:00:00,73.3998804,89.5297926,88.4762058,86.4693738,99.76463580000001,107.62472780000002,66.309074
2022-01-04 03:00:00,72.245952,88.8106778,87.7989,85.8840478,97.9417634,93.903014,66.8191438
2022-01-04 04:00:00,83.69325620000001,96.6373226,96.25267980000001,95.5168414,100.25798200000001,100.3416,89.22040600000001
2022-01-04 05:00:00,89.9478826,131.20500380000001,131.20500380000001,131.20500380000001,131.20500380000001,108.6699528,108.8455506
2022-01-04 06:00:00,98.7361344,152.7199152,152.7199152,152.7199152,152.7199152,154.4758932,152.7199152
2022-01-04 07:00:00,106.08615660000001,149.60096380000002,149.60096380000002,149.60096380000002,149.60096380000002,231.62186,146.00538980000002
2022-01-04 08:00:00,105.5593632,158.8742,158.8742,158.8742,158.8742,194.82994000000002,147.91188019999998
2022-01-04 09:00:00,105.35868,158.7738584,158.7738584,158.7738584,158.7738584,168.7244004,148.2463522
2022-01-04 10:00:00,103.8702796,152.5359556,152.5359556,152.5359556,152.5359556,166.692483,141.95827860000003
2022-01-04 11:00:00,101.512252,152.5694028,152.5694028,152.5694028,152.5694028,164.72746,139.6504218
2022-01-04 12:00:00,98.9953502,150.16956620000002,150.16956620000002,150.16956620000002,150.16956620000002,160.295706,136.5398322
2022-01-04 13:00:00,98.7779434,149.67622,149.67622,149.67622,149.67622,152.5275938,136.1217422
2022-01-04 14:00:00,100.7513282,151.29004740000002,151.29004740000002,151.29004740000002,151.29004740000002,149.95215940000003,139.9430848
2022-01-04 15:00:00,102.6996276,139.3828442,139.3828442,139.3828442,139.3828442,149.67622,136.6987064
2022-01-04 16:00:00,106.11960380000001,158.7738584,158.7738584,158.7738584,158.7738584,177.27016,146.1057314
2022-01-04 17:00:00,104.3050932,154.6431292,154.6431292,154.6431292,154.6431292,207.37264000000002,142.8864384
2022-01-04 18:00:00,98.6190692,149.6678582,149.6678582,149.6678582,149.6678582,201.602998,128.6713784
2022-01-04 19:00:00,94.8980682,130.54442160000002,130.54442160000002,130.54442160000002,130.54442160000002,184.79578,122.75958580000001
2022-01-04 20:00:00,91.478092,121.16248200000001,124.298157,117.8344856,129.5995382,150.9221282,107.658175
2022-01-04 21:00:00,88.9611902,115.3259456,115.3259456,115.3259456,115.3259456,150.5124,94.4548928
2022-01-04 22:00:00,76.4602992,82.029258,87.7989,81.57772080000001,88.63508,113.72048000000001,70.3310998
2022-01-04 23:00:00,87.7905382,95.6339066,100.4335798,88.05811580000001,107.7668784,164.8696106,78.4922166
2022-01-05 00:00:00,81.7581156,89.1602912,87.806846,81.2819034,95.1421848,164.72764819999998,43.1849274
2022-01-05 01:00:00,75.25823679999999,70.59637,70.59637,70.59637,70.59637,162.91469999999998,41.8064184
2022-01-05 02:00:00,70.7718166,62.976974799999994,62.976974799999994,62.976974799999994,62.976974799999994,144.53458,41.3803338
2022-01-05 03:00:00,72.3842544,66.0932406,66.0932406,66.0932406,66.0932406,143.69912,41.831482199999996
2022-01-05 04:00:00,81.2568396,79.1932534,79.1932534,79.1932534,79.1932534,156.7239414,78.0236094
2022-01-05 05:00:00,94.8581284,75.36684659999999,141.2261584,82.84421359999999,132.00268,162.91469999999998,82.84421359999999
2022-01-05 06:00:00,97.3143808,116.12894,180.4426508,84.50677900000001,157.0998984,201.6883986,84.50677900000001
2022-01-05 07:00:00,96.55411219999999,151.7278906,176.39066979999998,108.2421976,189.983604,192.99125999999998,108.2421976
2022-01-05 08:00:00,93.88899479999999,140.3739892,189.2483992,94.7161002,192.99125999999998,196.3331,101.1658514
2022-01-05 09:00:00,92.6859324,131.626723,187.51899699999998,78.8924878,191.06970199999998,213.4349662,112.828873
2022-01-05 10:00:00,91.48286999999999,135.1105912,169.431288,81.958626,183.8012,197.0599502,108.6014454
2022-01-05 11:00:00,89.5446028,116.9644,171.2693,79.9368128,165.9474198,196.5503196,110.25565619999999
2022-01-05 12:00:00,89.6197942,120.3313038,164.8696764,80.872528,167.09199999999998,196.5503196,109.16955819999998
2022-01-05 13:00:00,89.3023194,142.5211214,163.415976,89.6615672,183.8012,203.85224,101.4164894
2022-01-05 14:00:00,89.40257460000001,172.5308446,167.09199999999998,99.8207608,179.6239,205.52316,102.2770132
2022-01-05 15:00:00,92.0760466,181.3533022,172.16324219999998,114.69194879999999,191.06970199999998,217.43681959999998,114.69194879999999
2022-01-05 16:00:00,96.4287932,200.96990300000002,202.26486599999998,123.7232714,249.80254,241.2975572,123.7232714
2022-01-05 17:00:00,93.1454354,200.5104,221.3969,116.86414479999999,263.378765,292.411,116.86414479999999
2022-01-05 18:00:00,90.58892780000001,183.8012,221.3969,113.413695,209.7255238,270.438402,113.413695
2022-01-05 19:00:00,89.0266176,167.175546,202.1228378,100.1967178,151.301806,260.5549102,100.1967178
2022-01-05 20:00:00,90.1544886,126.9648562,182.92396699999998,81.9502714,190.317788,187.9785,81.9502714
2022-01-05 21:00:00,88.0741932,152.34613099999999,173.3245316,99.1774566,118.17581699999998,174.61114,99.1774566
2022-01-05 22:00:00,87.1718964,143.532028,167.09199999999998,83.2786528,116.9644,162.91469999999998,82.5183842
2022-01-05 23:00:00,83.9720846,160.02400839999999,173.065539,83.42068099999999,187.9785,191.6879424,81.34874020000001
2022-01-06 00:00:00,83.5010477,158.8267,170.7136246,84.69642759999999,157.0461691,185.48450769999997,78.2764852
2022-01-06 01:00:00,83.46761049999999,159.94684619999998,160.34809259999997,91.9606593,182.23273999999998,156.82046799999998,82.0632481
2022-01-06 02:00:00,85.61595059999999,147.60016009999998,151.052551,93.2479915,157.15483999999998,115.85989799999999,84.00260569999999
2022-01-06 03:00:00,90.8823096,156.569689,142.191693,103.1286841,167.102407,74.39777,92.5876068
2022-01-06 04:00:00,95.42976879999999,162.086827,162.4880734,125.33934419999999,156.31891,66.8744,106.93216559999999
2022-01-06 05:00:00,98.6063028,183.9798337,170.7136246,155.41610559999998,180.1930708,65.50347479999999,93.71611229999999
2022-01-06 06:00:00,100.9134696,190.8010225,190.8010225,190.8010225,190.8010225,82.75707,161.9948747
2022-01-06 07:00:00,116.21934789999999,211.01380989999998,201.44241139999997,191.36109559999997,208.9825,144.8750283,191.36109559999997
2022-01-06 08:00:00,124.35294679999998,250.779,215.2018192,177.969497,244.5513215,187.0059003,177.969497
2022-01-06 09:00:00,125.4062186,228.74388519999997,205.0034732,180.142915,224.5893131,189.75610999999998,180.142915
2022-01-06 10:00:00,132.1438144,193.85216699999998,193.85216699999998,193.85216699999998,193.85216699999998,185.60153789999998,193.85216699999998
2022-01-06 11:00:00,129.4354012,188.92018,188.92018,188.92018,188.92018,187.0059003,188.92018
2022-01-06 12:00:00,123.8681074,174.876556,174.876556,174.876556,174.876556,187.0059003,174.876556
2022-01-06 13:00:00,127.38737269999999,180.6110358,180.6110358,180.6110358,180.6110358,187.0059003,180.6110358
2022-01-06 14:00:00,134.3506696,192.9075661,192.9075661,192.9075661,192.9075661,191.0350829,192.9075661
2022-01-06 15:00:00,141.8489617,205.59698349999996,205.59698349999996,205.59698349999996,205.59698349999996,191.0350829,205.59698349999996
2022-01-06 16:00:00,155.0399371,229.1367723,229.1367723,229.1367723,229.1367723,210.1193648,229.1367723
2022-01-06 17:00:00,153.33463989999998,228.57669919999998,228.57669919999998,228.57669919999998,228.57669919999998,219.84958999999998,228.57669919999998
2022-01-06 18:00:00,129.18462219999998,192.26389999999998,232.6894748,205.20409639999997,183.15226299999998,215.0764297,190.508447
2022-01-06 19:00:00,128.4908003,180.0843999,210.4119403,189.03721019999998,182.7175794,203.71614099999996,182.1575063
2022-01-06 20:00:00,122.18788809999998,161.0168366,192.2304628,174.1325783,169.9529283,191.0350829,169.9529283
2022-01-06 21:00:00,101.9082263,136.2983865,180.92868919999998,149.4224875,154.39627099999998,179.223392,143.2031683
2022-01-06 22:00:00,92.85510439999999,73.51168419999999,175.5453,104.240471,114.08772639999998,162.07010839999998,104.240471
2022-01-06 23:00:00,88.8426404,70.0592933,178.4459771,107.76809559999998,107.76809559999998,158.35021989999998,107.76809559999998
2022-01-07 00:00:00,85.91621400000001,73.226511,157.6827,98.78112000000002,106.77371400000001,143.69983200000001,97.32109500000001
2022-01-07 01:00:00,80.735211,60.386634,150.174,85.94124300000001,96.72039900000001,129.31650000000002,83.88052200000001
2022-01-07 02:00:00,79.250157,64.065897,137.57607000000002,85.02351300000001,89.620506,123.18439500000001,82.987821
2022-01-07 03:00:00,78.66614700000001,64.82511000000001,135.82404000000002,85.08191400000001,89.52039,116.96885999999999,84.881682
2022-01-07 04:00:00,81.79477200000001,79.450389,137.6595,95.936157,98.105337,125.103285,95.936157
2022-01-07 05:00:00,89.52039,118.30374000000002,137.82636,116.96051700000001,128.15682300000003,135.189972,116.96051700000001
2022-01-07 06:00:00,100.082628,137.000403,180.117027,127.347552,157.93299000000002,172.69175700000002,127.347552
2022-01-07 07:00:00,102.610557,179.174268,212.070717,134.297271,191.80557000000002,180.69269400000002,134.297271
2022-01-07 08:00:00,103.11948,203.469084,214.61533200000002,135.031455,212.7465,205.37128800000002,135.031455
2022-01-07 09:00:00,102.693987,169.654905,212.062374,134.63099100000002,200.232,212.27094900000003,134.63099100000002
2022-01-07 10:00:00,104.91322500000001,179.950167,201.24984600000002,138.543858,204.73722,204.011379,138.543858
2022-01-07 11:00:00,105.388776,151.09173,200.39886,138.944322,175.26974400000003,205.70500800000002,138.944322
2022-01-07 12:00:00,105.31368900000001,184.330242,177.447267,138.527172,200.232,211.520079,138.468771
2022-01-07 13:00:00,105.931071,181.985859,172.74181500000003,141.35544900000002,194.441958,191.505222,137.95984800000002
2022-01-07 14:00:00,113.48148600000002,180.534177,175.29477300000002,158.26671,187.19189100000003,187.458867,154.41224400000002
2022-01-07 15:00:00,121.90791600000001,193.83291900000003,183.721203,168.503571,200.232,203.327253,168.161508
2022-01-07 16:00:00,139.269699,203.84451900000002,203.43571200000002,202.82667300000003,204.061437,220.89761099999998,202.82667300000003
2022-01-07 17:00:00,141.121845,221.28973200000001,216.918,211.75368300000002,219.537702,259.367184,206.672796
2022-01-07 18:00:00,110.37789000000002,214.990767,208.57500000000002,197.77081500000003,218.5866,254.4615,156.43125
2022-01-07 19:00:00,102.98599200000001,208.84197600000002,199.472787,187.158519,198.58842900000002,246.126843,133.90515000000002
2022-01-07 20:00:00,100.95864300000001,178.381683,178.381683,178.381683,178.381683,207.7407,131.777685
2022-01-07 21:00:00,98.505801,196.552737,180.317259,155.129742,215.2494,180.2088,128.39877
2022-01-07 22:00:00,92.215179,191.889,171.64888200000001,123.743376,214.62367500000002,161.52048,120.773268
2022-01-07 23:00:00,92.181807,165.733695,154.312128,136.967031,167.11029000000002,207.89087400000003,127.67292900000001
2022-01-08 00:00:00,90.75189273333334,141.60431833333334,135.79833273333332,127.48976713333334,146.98486533333332,168.65720813333334,121.85896213333335
2022-01-08 01:00:00,89.1919512,138.47609333333332,138.47609333333332,138.47609333333332,138.47609333333332,128.86618613333331,120.65772373333333
2022-01-08 02:00:00,89.80091233333334,135.24776513333333,134.83066846666665,134.1883396,135.45631346666667,100.13656773333334,121.57533640000001
2022-01-08 03:00:00,91.06888620000001,133.47093333333333,133.47093333333333,133.47093333333333,133.47093333333333,70.90643333333334,122.6013942
2022-01-08 04:00:00,91.36085386666666,128.71603133333335,128.71603133333335,128.71603133333335,128.71603133333335,70.68954306666666,122.5263168
2022-01-08 05:00:00,91.5193506,138.47609333333332,138.47609333333332,138.47609333333332,138.47609333333332,70.68954306666666,122.25937493333333
