cumvol_MWh,marginal_price_GBP_per_MWh
5000,93.0
10000,106.19
15000,109.59
20000,110.0
25000,111.66
30000,115.0
35000,117.0
40000,117.47
45000,120.0
50000,124.09999999999998
55000,124.04999999999998
60000,128.0
65000,127.61
70000,126.0
75000,127.29999999999998
80000,131.32
85000,137.005
90000,130.0
95000,133.0
100000,135.16
105000,142.5
110000,153.7
